qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
421,industrial waste disposal ,0.0484,11,stem.porter,0.1095,industri wast dispos ,stem.porter2,0.1095,industri wast dispos ,tagmee.topn3.replace,0.0877,Industrial waste Waste management ,wiki.topn3,0.0765,industrial waste disposal surfacwater wasttreatment list of wasttypes Industrial waste landfill landfill gas water treatment Waste management ,tagmee.topn3,0.0726,industrial waste disposal Industrial waste Waste management ,conceptluster.topn5.3.bm25,0.0726,industrial waste disposal industrial waste waste management ,word2vec.topn3,0.0648,industrial waste disposal agricultural non industrial waster waste ,glove.topn3.replace,0.0645,manufacturing disposal waste ,glove.topn3,0.0644,industrial waste disposal manufacturing disposal waste ,stem.lovins,0.0549,industr wast dispos ,wiki.topn3.replace,0.0546,surfacwater wasttreatment list of wasttypes Industrial waste landfill landfill gas water treatment Waste management ,,,,,,,,,,,,,,,,,,,,,
422,art  stolen  forged ,0.3042,3,tagmee.topn3,0.4752,art stolen forged Art Art theft Forgery ,conceptluster.topn5.3.bm25,0.4752,art stolen forged art theft forgery art ,tagmee.topn3.replace,0.3212,Art Art theft Forgery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Milosevic  Mirjana Markovic ,0.6341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,suicides ,0.1341,2,word2vec.topn3,0.2368,suicides murder suicides ,word2vec.topn3.replace,0.2194,murder suicides ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,counterfeiting money ,0.4559,3,docluster.topn10.3.bm25,0.4779,counterfeiting money said bill ,termluster.topn5.3.bm25,0.4732,counterfeiting money monei ,wiki.topn3,0.4624,counterfeiting money counterfeit money counterfeit money forgery Counterfeit money counterfeit money counterfeit money forgery Counterfeit money ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,law enforcement  dogs ,0.0475,7,tagmee.topn3.replace,0.3568,Police Police dog ,tagmee.topn3,0.2611,law enforcement dogs Police Police dog ,conceptluster.topn5.3.bm25,0.2611,law enforcement dogs police police dog ,relevancefeedback.topn10.bm25,0.1151,law enforcement  dogs beach dog drug said ,sensedisambiguation,0.0747,law police enforcement   dogs pawl ,docluster.topn10.3.bm25,0.0623,law enforcement  dogs beach dog ,wordnet.topn3,0.0525,law enforcement dogs police practice of law natural law give chase wienerwurst hot dog ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,UV damage  eyes ,0.1522,10,sensedisambiguation,0.2413,UV ultraviolet damage wrong   eyes eye ,relevancefeedback.topn10.bm25,0.2328,uv damage  eyes protect ozon america pound ash star do water ,sensedisambiguation.replace,0.2102,ultraviolet wrong   eye ,glove.topn3,0.2061,uv damage eyes ultraviolet sunlight caused lips ,word2vec.topn3,0.1887,uv damage eyes ultra violet ultraviolet UV damange harm ears half shut ,wordnet.topn3,0.1792,uv damage eyes UV ultraviolet illumination ultraviolet equipment casualty price center eyeball ,tagmee.topn3,0.1781,uv damage eyes Ultraviolet Diabetic retinopathy ,conceptluster.topn5.3.bm25,0.1781,uv damage eyes diabetic retinopathy ultraviolet ,anchor.topn3,0.1765,uv damage eyes photocycl irradiation  ultraviolet ,conceptnet.topn3,0.1738,uv damage eyes ultraviolet uvc harm corrode reading a newspaper head face ,,,,,,,,,,,,,,,,,,,,,,,,
428,declining birth rates ,0.2436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Legionnaires  disease ,0.4669,3,glove.topn3,0.5787,legionnaires disease ooooooooooooooooooooooooooooooooooooooo illness ,conceptnet.topn3.replace,0.5216,legionnaires illness ,conceptnet.topn3,0.5,legionnaires disease legionnaires disease illness ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,killer bee attacks ,0.6502,4,tagmee.topn3,0.7331,killer bee attacks Africanized bee September    attacks ,conceptluster.topn5.3.bm25,0.7331,killer bee attacks september    attacks africanized bee ,anchor.topn3,0.7129,killer bee attacks obrechyonnykh pre retir   organized   cormansi jongrachatawiboon  dahliatown ,stem.paicehusk,0.6975,kil bee attack ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,robotic technology ,0.5346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,profiling  motorists  police ,0.002,10,word2vec.topn3,0.0113,profiling motorists police pedestrians cops policemen ,wiki.topn3,0.0079,profiling motorists police findlaw hatcrime mumia abu jamal Racial profiling seat belt auto mechanic moped Driving publisafety crime prevention law enforcement Police ,tagmee.topn3.replace,0.0075,Racial profiling Driving Police ,tagmee.topn3,0.0065,profiling motorists police Racial profiling Driving Police ,conceptluster.topn5.3.bm25,0.0065,profiling motorists police driving police racial profiling ,glove.topn3,0.0048,profiling motorists police stereotyping k      pedestrians drivers officers policemen ,wordnet.topn3,0.0044,profiling motorists police automobilist law patrol ,conceptnet.topn3,0.0041,profiling motorists police identification chief ,word2vec.topn3.replace,0.0035,profiling pedestrians cops policemen ,wiki.topn3.replace,0.0033,findlaw hatcrime mumia abu jamal Racial profiling seat belt auto mechanic moped Driving publisafety crime prevention law enforcement Police ,,,,,,,,,,,,,,,,,,,,,,,,
433,Greek  philosophy  stoicism ,0.0483,2,stem.trunc5,0.1178,greek   philo   stoic ,stem.krovetz,0.0752,greece   philosophy   stoicism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Estonia  economy ,0.4266,1,termluster.topn5.3.bm25,0.5364,estonia economy economi invest kroon kroon invest estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,curbing population growth ,0.0477,5,stem.trunc5,0.1362,curbi popul growt ,conceptnet.topn3,0.0917,curbing population growth people number morphogenesis foliation ,termluster.topn5.3.bm25,0.0891,curbing population growth world growth popul world ,docluster.topn10.3.bm25,0.08800000000000001,curbing population growth countri popul council said ,relevancefeedback.topn10.bm25,0.0528,curbing population growth popul countri council bank we said pension ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,railway accidents ,0.0614,5,word2vec.topn3,0.0876,railway accidents railroad fatalities incidents ,glove.topn3,0.0847,railway accidents rail railroad fatalities ,conceptnet.topn3,0.0845,railway accidents railroad happen anytime happen to anybody moving a car ,sensedisambiguation,0.0735,railway accidents accident ,relevancefeedback.topn10.bm25,0.0709,railway accidents railwai tunnel safeti test train from accid year said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,deregulation  gas  electric ,0.0288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,tourism  increase ,0.255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,inventions  scientific discoveries ,0.0181,1,relevancefeedback.topn10.bm25,0.0208,inventions  scientific discoveries he discoveri scienc photograph creativ patent leonardo develop innov invent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,child labor ,0.1313,5,wiki.topn3,0.2001,child labor debt bondage sweatshop exploitation Child labour ,tagmee.topn3,0.1721,child labor Child labour ,conceptluster.topn5.3.bm25,0.1721,child labor child labour ,tagmee.topn3.replace,0.1451,Child labour ,wiki.topn3.replace,0.1344,debt bondage sweatshop exploitation Child labour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Lyme disease ,0.4564,2,docluster.topn10.3.bm25,0.4708,lyme disease diseas tick ,termluster.topn5.3.bm25,0.4696,lyme disease diseas tick tick lyme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,heroic acts ,0.0126,11,glove.topn3.replace,0.1085,heroism hero such ,glove.topn3,0.0935,heroic acts heroism hero such ,thesaurus.topn3,0.0452,heroic acts  bold courageous  action deed ,stem.lovins,0.0312,hero act ,stem.paicehusk,0.0312,hero act ,stem.trunc4,0.0312,hero acts ,word2vec.topn3,0.0252,heroic acts heroism courageous valiant actions crimes ,word2vec.topn3.replace,0.0194,heroism courageous valiant actions crimes ,wordnet.topn3,0.0175,heroic acts larger than life grand heroic meter behave do dissemble ,relevancefeedback.topn10.bm25,0.0161,heroic acts we our forc honggang paint nation arab he uniti ,sensedisambiguation,0.0146,heroic heroic verse acts act ,,,,,,,,,,,,,,,,,,,,,
443,U S   investment  Africa ,0.0179,14,tagmee.topn3,0.1431,u s  investment africa United States dollar Foreign direct investment Africa ,sensedisambiguation.replace,0.1139,united states government   investment   africa ,tagmee.topn3.replace,0.0755,United States dollar Foreign direct investment Africa ,termluster.topn5.3.bm25,0.0754,u s  investment africa compani south african ,word2vec.topn3.replace,0.0614,usa u s american investment african africans africa ,wiki.topn3,0.0592,u s  investment africa      introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,conceptluster.topn5.3.bm25,0.0582,u s  investment africa united states dollar foreign direct investment ,word2vec.topn3,0.0427,u s  investment africa usa u s american african africans africa ,wordnet.topn3.replace,0.039,U S  government the States investiture investment funds africa ,docluster.topn10.3.bm25,0.0362,u s   investment  africa percent south mobil ,relevancefeedback.topn10.bm25,0.0316,u s   investment  africa percent mobil south goodyear ha ,wiki.topn3.replace,0.0267,introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,glove.topn3.replace,0.0264,us u s investment african continent ,sensedisambiguation,0.0223,U S  united states government   investment   Africa ,,,,,,,,,,,,
444,supercritical fluids ,0.3675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,women clergy ,0.1862,2,termluster.topn5.3.bm25,0.2341,women clergy church cost ,docluster.topn10.3.bm25,0.187,women clergy pound ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,tourists  violence ,0.1953,3,docluster.topn10.3.bm25,0.3346,tourists  violence govern tourist egypt u ,relevancefeedback.topn10.bm25,0.2635,tourists  violence tourist u  we belfast govern egypt boucher ,sensedisambiguation,0.1966,tourists tourist   violence ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Stirling engine ,0.076,2,relevancefeedback.topn10.bm25,0.1573,stirling engine hi cryocool solar air elect util develop irvin said ,conceptnet.topn3,0.0844,stirling engine bannockburn otago city motor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ship losses ,0.0209,1,glove.topn3,0.0234,ship losses vessel result ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,antibiotics ineffectiveness ,0.0657,7,relevancefeedback.topn10.bm25,0.1055,antibiotics ineffectiveness pneumonia medicin antibiot aminoglycosid cancer resist aid ,tagmee.topn3.replace,0.0945,Antibiotics ,tagmee.topn3,0.0797,antibiotics ineffectiveness Antibiotics ,sensedisambiguation,0.0797,antibiotics antibiotic ineffectiveness ,conceptluster.topn5.3.bm25,0.0797,antibiotics ineffectiveness antibiotics ,wordnet.topn3,0.0769,antibiotics ineffectiveness antibiotic drug ineffectuality ineffectualness ,wiki.topn3,0.0725,antibiotics ineffectiveness bactericides staphylococcus pancreas Antibiotics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,King Hussein  peace ,0.3105,7,termluster.topn5.3.bm25,0.5373,king hussein peace hussein israel jordan israel jordan king said palestinian king ,anchor.topn3,0.4625,king hussein peace      a irivabedanga sveigðisson emadeldeen    ibrahim abdul husayn ,wiki.topn3,0.428,king hussein peace jordanian aviators cancer deaths in jordan recipients of the national order of equatorial guinea Hussein of Jordan egalitarianism global civics civil disobedience Peace ,relevancefeedback.topn10.bm25,0.4221,king hussein  peace jerusalem peac agreement hi mr jordan isra ,tagmee.topn3,0.3871,king hussein peace Hussein of Jordan Peace ,conceptluster.topn5.3.bm25,0.3871,king hussein peace peace hussein jordan ,tagmee.topn3.replace,0.3565,Hussein of Jordan Peace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Turkey Iraq water ,0.5318,1,relevancefeedback.topn10.bm25,0.5616,turkey iraq water turkei project syria he gap ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Czech  Slovak sovereignty ,0.3082,4,stem.lovins,0.3368,czech   slovak sovereignt ,termluster.topn5.3.bm25,0.3169,czech slovak sovereignty slovak czech ,glove.topn3,0.3147,czech slovak sovereignty slovak republic slovakian czech territorial asserting ,wordnet.topn3,0.3109,czech slovak sovereignty Czechoslovak Czechoslovakian reign ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Tobacco cigarette lawsuit ,0.2648,4,stem.paicehusk,0.4372,tobacco cigaret lawsuit ,termluster.topn5.3.bm25,0.3212,tobacco cigarette lawsuit cigarett lawsuit smoke tobacco smoke lawsuit cigarett smoke tobacco ,relevancefeedback.topn10.bm25,0.3201,tobacco cigarette lawsuit court morri smoke cigarett suit us ,conceptnet.topn3,0.32,tobacco cigarette lawsuit herb smoke ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Lyme disease arthritis ,0.7396,5,thesaurus.topn3,0.8153,lyme disease arthritis   Cancer bug ,conceptnet.topn3,0.8072,lyme disease arthritis slang new york jamaica illness gout ,thesaurus.topn3.replace,0.804,lyme  Cancer bug arthritis ,docluster.topn10.3.bm25,0.7823,lyme disease arthritis tick diseas ,termluster.topn5.3.bm25,0.7466,lyme disease arthritis diseas tick tick lyme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Great Britain health care ,0.0833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,leg traps ban ,0.3297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,human genetic code ,0.1997,12,relevancefeedback.topn10.bm25,0.5115,human genetic code genet gene apo dna map lab ,docluster.topn10.3.bm25,0.3554,human genetic code gene dna ,stem.lovins,0.3302,human genet cod ,anchor.topn3,0.31,human genetic code placentophagy human  hmpv    full bodi peykulah dha hanu         atcvet бч ,wiki.topn3,0.3076,human genetic code apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,tagmee.topn3.replace,0.2897,Human Human genetics Genetic code ,wiki.topn3.replace,0.2732,apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,tagmee.topn3,0.2702,human genetic code Human Human genetics Genetic code ,conceptluster.topn5.3.bm25,0.2702,human genetic code genetic code human human genetics ,glove.topn3,0.2614,human genetic code rights beings mutation dna gaacx ,glove.topn3.replace,0.2144,rights beings mutation dna gaacx ,word2vec.topn3,0.2098,human genetic code non human nonhuman ,,,,,,,,,,,,,,,,,,
608,taxing social security ,0.0683,1,termluster.topn5.3.bm25,0.0853,taxing social security would social secur rate secur tax would tax social ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,per capita alcohol consumption ,0.3252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,minimum wage adverse impact ,0.0332,6,tagmee.topn3.replace,0.0544,Minimum wage ,tagmee.topn3,0.049,minimum wage adverse impact Minimum wage ,conceptluster.topn5.3.bm25,0.049,minimum wage adverse impact minimum wage ,stem.porter,0.0452,minimum wage advers impact ,stem.porter2,0.0452,minimum wage advers impact ,docluster.topn10.3.bm25,0.0385,minimum wage adverse impact said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Kurds Germany violence ,0.2084,15,glove.topn3,0.353,kurds germany violence kurdish sunnis german berlin violent bloodshed ,glove.topn3.replace,0.3003,kurdish sunnis german berlin violent bloodshed ,docluster.topn10.3.bm25,0.2975,kurds germany violence pkk kurd ,stem.lovins,0.2946,kurd german viol ,wiki.topn3.replace,0.2786,Kurds in Germany ,tagmee.topn3.replace,0.2786,Kurds in Germany ,stem.paicehusk,0.2729,kurd germany viol ,relevancefeedback.topn10.bm25,0.2705,kurds germany violence kurd had govern extremist pkk turkei ha ,wiki.topn3,0.2477,kurds germany violence Kurds in Germany ,tagmee.topn3,0.2477,kurds germany violence Kurds in Germany ,termluster.topn5.3.bm25,0.2477,kurds germany violence germani kurd ,conceptluster.topn5.3.bm25,0.2477,kurds germany violence kurds germany ,thesaurus.topn3.replace,0.2293,kurds germany  assault attack ,sensedisambiguation,0.2201,Kurds kurd Germany violence ,thesaurus.topn3,0.2179,kurds germany violence    assault attack ,,,,,,,,,
612,Tibet protesters ,0.5306,3,termluster.topn5.3.bm25,0.5748,tibet protesters chines china protest tibetan tibet chines ,docluster.topn10.3.bm25,0.5668,tibet protesters tibetan ,glove.topn3,0.5499,tibet protesters tibetan tibetans demonstrators protestors ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Berlin wall disposal ,0.1897,2,stem.porter,0.2022,berlin wall dispos ,stem.porter2,0.2022,berlin wall dispos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Flavr Savr tomato ,0.0553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,timber exports Asia ,0.0888,10,glove.topn3,0.3906,timber exports asia logging lumber imports asian europe ,glove.topn3.replace,0.2693,logging lumber imports asian europe ,conceptluster.topn5.3.bm25,0.2693,timber exports asia lumber export ,tagmee.topn3,0.2284,timber exports asia Lumber Export Asia ,wordnet.topn3.replace,0.1866,forest tone timberland exports asia ,word2vec.topn3,0.183,timber exports asia lumber wood imports asia  europe asian ,sensedisambiguation,0.166,timber timbre exports export Asia ,tagmee.topn3.replace,0.1454,Lumber Export Asia ,wiki.topn3,0.1409,timber exports asia logging sawmill hay Lumber import servic economics  food processing Export north america africa north america Asia ,thesaurus.topn3,0.1063,timber exports asia  forest hardwood  dump ship  the East ,,,,,,,,,,,,,,,,,,,,,,,,
616,Volkswagen Mexico ,0.7629,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Russia Cuba economy ,0.2996,3,sensedisambiguation.replace,0.4103,soviet union cuba economy ,sensedisambiguation,0.3875,Russia soviet union Cuba economy ,glove.topn3,0.3038,russia cuba economy russian ukraine cuban havana economic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Ayatollah Khomeini death ,0.1792,13,word2vec.topn3,0.3759,ayatollah khomeini death marja Khomeni khamenei Khomenei dying ,conceptnet.topn3.replace,0.2676,religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,conceptnet.topn3,0.2621,ayatollah khomeini death religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,word2vec.topn3.replace,0.2541,marja Khomeni khamenei Khomenei dying ,glove.topn3,0.2388,ayatollah khomeini death khamenei khomeini ruhollah ayatollah died dead ,glove.topn3.replace,0.237,khamenei khomeini ruhollah ayatollah died dead ,sensedisambiguation.replace,0.2213,ayatollah khomeini end ,anchor.topn3,0.2182,ayatollah khomeini death khooyi ayahtolla abd os samad ghods e iran khoemini khomeini  al jamadi phonphanit qorayshi ,sensedisambiguation,0.2077,Ayatollah Khomeini death end ,wordnet.topn3.replace,0.2024,ayatollah Ayatollah Ruholla Khomeini Ayatollah Khomeini decease demise ,thesaurus.topn3.replace,0.1917,ayatollah khomeini  afterlife annihilation ,wordnet.topn3,0.1897,ayatollah khomeini death Ayatollah Ruholla Khomeini Ayatollah Khomeini decease dying ,wiki.topn3,0.1864,ayatollah khomeini death supreme leaders of iran supremleader of iran iranian people of indian descent Ruhollah Khomeini personifications of death mictlan lucifer Death  personification ,,,,,,,,,,,,,,,
619,Winnie Mandela scandal ,0.6311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,France nuclear testing ,0.0603,4,conceptnet.topn3,0.1157,france nuclear testing country Paris Europe atomic ,conceptnet.topn3.replace,0.1111,country Paris Europe atomic testing ,glove.topn3,0.0742,france nuclear testing french paris atomic weapons ,termluster.topn5.3.bm25,0.0732,france nuclear testing unit test nuclear franc test unit unit nuclear franc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,women ordained Church of England ,0.4259,4,tagmee.topn3,0.5352,women ordained church england Ordination Church of England ,tagmee.topn3.replace,0.5264,Ordination Church of England ,conceptluster.topn5.3.bm25,0.4807,women ordained church england ordination ,wiki.topn3,0.4287,women ordained church england christian ordination laity deacon Ordination christian denominations founded in great britain church of england anglican communion church bodies Church of England ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,price fixing ,0.0489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,toxic chemical weapon ,0.2514,2,wiki.topn3.replace,0.3645,lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,wiki.topn3,0.3588,toxic chemical weapon lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,SDI Star Wars ,0.2589,6,tagmee.topn3,0.3323,sdi star wars Strategic Defense Initiative Star Wars ,conceptnet.topn3,0.3225,sdi star wars strategic defense initiative sun violence force ,tagmee.topn3.replace,0.3201,Strategic Defense Initiative Star Wars ,conceptluster.topn5.3.bm25,0.319,sdi star wars strategic defense initiative ,termluster.topn5.3.bm25,0.2904,sdi star wars missil star would missil sdi would year said presid ,docluster.topn10.3.bm25,0.2639,sdi star wars said reagan soviet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,arrests bombing WTC ,0.0397,14,tagmee.topn3.replace,0.2238,Arrest Bomb World Trade Center ,docluster.topn10.3.bm25,0.1506,arrests bombing wtc new trade ,tagmee.topn3,0.13699999999999998,arrests bombing wtc Arrest Bomb World Trade Center ,conceptluster.topn5.3.bm25,0.13699999999999998,arrests bombing wtc arrest world trade center           bomb ,anchor.topn3.replace,0.1213,arrests bombing pilishvili aldeobaldia towers phas ,sensedisambiguation,0.1138,arrests arrest bombing fail WTC world trade center ,anchor.topn3,0.0823,arrests bombing wtc pilishvili aldeobaldia towers phas ,wiki.topn3,0.0806,arrests bombing wtc law enforcement agency powers assault trial Arrest trinitrotoluene dynamite bombs Bomb World Trade Center ,conceptnet.topn3,0.0798,arrests bombing wtc drunk driving World Trade Center linguistics world trade center ,conceptnet.topn3.replace,0.0767,drunk driving bombing World Trade Center linguistics world trade center ,wordnet.topn3,0.0656,arrests bombing wtc taking into custody hold back nail fail bombardment bombard World Trade Center twin towers ,wiki.topn3.replace,0.0455,law enforcement agency powers assault trial Arrest trinitrotoluene dynamite bombs Bomb World Trade Center ,termluster.topn5.3.bm25,0.0449,arrests bombing wtc wtc bomb ,relevancefeedback.topn10.bm25,0.0447,arrests bombing wtc arhu jordan new exchang compani report trade pacif mr ,,,,,,,,,,,,
626,human stampede ,0.2168,3,tagmee.topn3.replace,0.3229,Stampede ,tagmee.topn3,0.299,human stampede Stampede ,conceptluster.topn5.3.bm25,0.299,human stampede stampede ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Russian food crisis ,0.0122,5,anchor.topn3,0.0238,russian food crisis mouhon язы к  l    a neophobia food foods cross solfar ,tagmee.topn3,0.0227,russian food crisis Russian cuisine Food security ,conceptluster.topn5.3.bm25,0.0227,russian food crisis russian cuisine food security ,glove.topn3,0.0172,russian food crisis russia moscow supplies turmoil crises ,wordnet.topn3,0.0142,russian food crisis food for thought solid food ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U S  invasion of Panama ,0.1679,12,wiki.topn3,0.3285,u s  invasion panama      in panama      in panama operation golden pheasant United States invasion of Panama ,tagmee.topn3,0.304,u s  invasion panama United States invasion of Panama ,conceptluster.topn5.3.bm25,0.304,u s  invasion panama united states invasion panama ,termluster.topn5.3.bm25,0.2785,u s  invasion panama troop said panama american invas forc ,sensedisambiguation.replace,0.2672,united states government invasion of panama ,docluster.topn10.3.bm25,0.2653,u s  invasion of panama drug have ,tagmee.topn3.replace,0.2647,United States invasion of Panama ,wiki.topn3.replace,0.2559,in panama      in panama operation golden pheasant United States invasion of Panama ,sensedisambiguation,0.2384,U S  united states government invasion of Panama ,relevancefeedback.topn10.bm25,0.2263,u s  invasion of panama have american offici u  drug bush from ,anchor.topn3,0.1935,u s  invasion panama us  c      alphabet elongatopothyn chlorotocella sorosporium tusia panama histori guatemala ,thesaurus.topn3,0.16899999999999998,u s  invasion panama  America Columbia  aggression assault  fedora headgear ,,,,,,,,,,,,,,,,,,
629,abortion clinic attack ,0.1674,2,conceptnet.topn3,0.1707,abortion clinic attack abortion clinic war fight ,sensedisambiguation,0.1676,abortion miscarriage clinic attack fire ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gulf War Syndrome ,0.6957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mandela South Africa President ,0.1729,3,tagmee.topn3,0.1949,mandela south africa president Nelson Mandela Union of South Africa President of Mexico ,conceptluster.topn5.3.bm25,0.1949,mandela south africa president union south africa president mexico nelson mandela ,tagmee.topn3.replace,0.1827,Nelson Mandela Union of South Africa President of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,southeast Asia tin mining ,0.2404,9,tagmee.topn3.replace,0.3686,Southeast Asia Tin Tin mining ,tagmee.topn3,0.3465,southeast asia tin mining Southeast Asia Tin Tin mining ,conceptluster.topn5.3.bm25,0.3465,southeast asia tin mining southeast asia tin mining tin ,sensedisambiguation.replace,0.3304,southeasterly asia tin mining ,wiki.topn3.replace,0.3176,southeast asia brunei laos Southeast Asia tin manganese iron Tin tin sources and tradin ancient times traditional mining capcornwall mine Tin mining ,wiki.topn3,0.3131,southeast asia tin mining southeast asia brunei laos Southeast Asia tin manganese iron Tin tin sources and tradin ancient times traditional mining capcornwall mine Tin mining ,wordnet.topn3,0.2737,southeast asia tin mining southeastward south east southeasterly Sn cannister tin can minelaying excavation ,relevancefeedback.topn10.bm25,0.243,southeast asia tin mining mine tonn arrest vietnam rubi pound ,docluster.topn10.3.bm25,0.2428,southeast asia tin mining mine ,,,,,,,,,,,,,,,,,,,,,,,,,,,
