qid,abstractqueryexpansion,abstractqueryexpansion.bm25.rm3.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
411,salvaging  shipwreck  treasure ,0.2572,1,wordnet.topn3,0.3094,salvaging shipwreck treasure save salve scavenge wreck hoarded wealth value appreciate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,airport security ,0.23199999999999998,1,sensedisambiguation,0.2541,airport security security system ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,steel production ,0.1807,3,docluster.topn10.3.bm25.rm3,0.2889,steel production price product furnac ,relevancefeedback.topn10.bm25.rm3,0.2684,steel production product slag price compani furnac ,termluster.topn5.3.bm25.rm3,0.2359,steel production materi product demand year ton steel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Cuba  sugar  exports ,0.2979,1,wordnet.topn3,0.3393,cuba sugar exports Republic of Cuba saccharify boodle pelf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,drugs  Golden Triangle ,0.456,11,relevancefeedback.topn10.bm25.rm3,0.7324,drugs  golden triangle heroin year myanmar sa he drug fundamentalist ,termluster.topn5.3.bm25.rm3,0.6946,drugs golden triangle triangl khun heroin drug heroin khun khun heroin golden ,docluster.topn10.3.bm25.rm3,0.6188,drugs  golden triangle heroin he ,anchor.topn3,0.555,drugs golden triangle thenphel kunzong ongyal reneta   small  golden saxifrag golden weav ,wordnet.topn3,0.5343,drugs golden triangle dose do drugs favorable lucky gold Triangulum trigon ,stem.lovins,0.5243,drug   gold triangl ,stem.paicehusk,0.5243,drug   gold triangl ,sensedisambiguation,0.4709,drugs drug   Golden Triangle triangulum ,word2vec.topn3,0.46,drugs golden triangle medications gilded silver rectangle ,tagmee.topn3,0.4593,drugs golden triangle Recreational drug use Golden Triangle  Southeast Asia ,conceptluster.topn5.3.bm25.rm3,0.4593,drugs golden triangle golden triangle southeast asia recreational drug use ,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Three Gorges Project ,0.3851,4,relevancefeedback.topn10.bm25.rm3,0.4447,three gorges project li gener manufactur area gorg capac ,termluster.topn5.3.bm25.rm3,0.4162,three gorges project develop gorg project three project gener develop gorg three ,wordnet.topn3,0.3966,three gorges project deuce ace ternion gourmandize stuff ingurgitate design see externalise ,anchor.topn3,0.3939,three gorges project thr   two ringz pr   publeak     aquen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,creativity ,0.3428,1,wordnet.topn3,0.3546,creativity creative thinking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,quilts  income ,0.4365,9,conceptnet.topn3,0.5899,quilts income made out of knitted patches tax profit ,thesaurus.topn3,0.5789,quilts income  bedspread blanket  cash compensation ,wordnet.topn3,0.5314,quilts income puff comforter comfort ,termluster.topn5.3.bm25.rm3,0.4712,quilts income made ,conceptnet.topn3.replace,0.446,quilts tax profit ,glove.topn3,0.4442,quilts income bedding taxes ,sensedisambiguation,0.4409,quilts quilt   income ,docluster.topn10.3.bm25.rm3,0.4409,quilts  income quilt ,word2vec.topn3.replace,0.4389,quilts earnings ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,recycle  automobile tires ,0.0496,9,word2vec.topn3.replace,0.3119,recycle car tyres ,glove.topn3,0.1473,recycle automobile tires reuse auto tyres ,word2vec.topn3,0.1214,recycle automobile tires car tyres ,tagmee.topn3.replace,0.0981,Recycling Car Tire ,sensedisambiguation.replace,0.0981,recycle   car tire ,sensedisambiguation,0.0795,recycle   automobile car tires tire ,tagmee.topn3,0.0715,recycle automobile tires Recycling Car Tire ,conceptluster.topn5.3.bm25.rm3,0.0715,recycle automobile tires car recycling tire ,relevancefeedback.topn10.bm25.rm3,0.0497,recycle  automobile tires renault recycl tire electr car batteri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,carbon monoxide poisoning ,0.462,2,conceptnet.topn3,0.4676,carbon monoxide poisoning an element ophidism ,docluster.topn10.3.bm25.rm3,0.4668,carbon monoxide poisoning said hous ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,industrial waste disposal ,0.0257,17,stem.porter,0.1086,industri wast dispos ,stem.porter2,0.1086,industri wast dispos ,conceptnet.topn3.replace,0.0842,factory heavy duty blue collar waste disposal ,glove.topn3,0.0722,industrial waste disposal manufacturing disposal waste ,word2vec.topn3,0.0693,industrial waste disposal agricultural non industrial waster waste ,stem.lovins,0.0618,industr wast dispos ,glove.topn3.replace,0.0594,manufacturing disposal waste ,word2vec.topn3.replace,0.0538,agricultural non industrial waster waste ,tagmee.topn3,0.0518,industrial waste disposal Industrial waste Waste management ,conceptluster.topn5.3.bm25.rm3,0.0518,industrial waste disposal industrial waste waste management ,thesaurus.topn3,0.0479,industrial waste disposal  industrialized mechanical  misuse decay  clearance demolition ,stem.trunc4,0.0455,indu wast disp ,tagmee.topn3.replace,0.0435,Industrial waste Waste management ,stem.paicehusk,0.0413,indust wast dispos ,stem.trunc5,0.0344,indus waste dispo ,wiki.topn3,0.0323,industrial waste disposal surfacwater wasttreatment list of wasttypes Industrial waste landfill landfill gas water treatment Waste management ,wordnet.topn3,0.0295,industrial waste disposal waste matter emaciate do in disposition garbage disposal ,,,,,,,,,
422,art  stolen  forged ,0.4259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Milosevic  Mirjana Markovic ,0.5295,1,sensedisambiguation,0.5304,Milosevic   Mirjana Markovic markov ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,suicides ,0.1469,3,word2vec.topn3,0.2735,suicides murder suicides ,word2vec.topn3.replace,0.2489,murder suicides ,glove.topn3,0.175,suicides homicides deaths ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,counterfeiting money ,0.4543,4,termluster.topn5.3.bm25.rm3,0.5011,counterfeiting money monei ,sensedisambiguation,0.4911,counterfeiting forge money ,thesaurus.topn3,0.4875,counterfeiting money  duplication reproduction  bill capital ,wiki.topn3,0.4585,counterfeiting money counterfeit money counterfeit money forgery Counterfeit money counterfeit money counterfeit money forgery Counterfeit money ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,law enforcement  dogs ,0.0765,6,tagmee.topn3.replace,0.3927,Police Police dog ,sensedisambiguation,0.2632,law police enforcement   dogs pawl ,tagmee.topn3,0.2491,law enforcement dogs Police Police dog ,conceptluster.topn5.3.bm25.rm3,0.2491,law enforcement dogs police police dog ,wiki.topn3,0.1921,law enforcement dogs publisafety crime prevention law enforcement Police law enforcement animals policcaptain search warrant Police dog ,word2vec.topn3,0.0978,law enforcement dogs enforcement law canines cats ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,UV damage  eyes ,0.1547,10,sensedisambiguation.replace,0.3127,ultraviolet wrong   eye ,relevancefeedback.topn10.bm25.rm3,0.2966,uv damage  eyes protect ozon star america pound do ash water ,glove.topn3,0.2593,uv damage eyes ultraviolet sunlight caused lips ,sensedisambiguation,0.243,UV ultraviolet damage wrong   eyes eye ,tagmee.topn3,0.2186,uv damage eyes Ultraviolet Diabetic retinopathy ,conceptluster.topn5.3.bm25.rm3,0.2186,uv damage eyes diabetic retinopathy ultraviolet ,glove.topn3.replace,0.1894,ultraviolet sunlight caused lips ,conceptnet.topn3,0.1744,uv damage eyes ultraviolet uvc harm corrode reading a newspaper head face ,wordnet.topn3,0.1589,uv damage eyes UV ultraviolet illumination ultraviolet equipment casualty price center eyeball ,anchor.topn3,0.1563,uv damage eyes photocycl irradiation  ultraviolet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,declining birth rates ,0.299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Legionnaires  disease ,0.47100000000000003,3,conceptnet.topn3.replace,0.573,legionnaires illness ,glove.topn3,0.5374,legionnaires disease ooooooooooooooooooooooooooooooooooooooo illness ,conceptnet.topn3,0.4962,legionnaires disease legionnaires disease illness ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,killer bee attacks ,0.6219,5,tagmee.topn3,0.6527,killer bee attacks Africanized bee September    attacks ,conceptluster.topn5.3.bm25.rm3,0.6527,killer bee attacks september    attacks africanized bee ,glove.topn3,0.6396,killer bee attacks murderer gees bombings ,tagmee.topn3.replace,0.6385,Africanized bee September    attacks ,stem.paicehusk,0.6245,kil bee attack ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,robotic technology ,0.5474,1,stem.trunc5,0.5615,robot techn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,profiling  motorists  police ,0.0016,11,word2vec.topn3,0.023,profiling motorists police pedestrians cops policemen ,word2vec.topn3.replace,0.0096,profiling pedestrians cops policemen ,wordnet.topn3,0.005,profiling motorists police automobilist law patrol ,tagmee.topn3,0.005,profiling motorists police Racial profiling Driving Police ,conceptluster.topn5.3.bm25.rm3,0.005,profiling motorists police driving police racial profiling ,tagmee.topn3.replace,0.0048,Racial profiling Driving Police ,glove.topn3,0.0047,profiling motorists police stereotyping k      pedestrians drivers officers policemen ,wiki.topn3,0.0047,profiling motorists police findlaw hatcrime mumia abu jamal Racial profiling seat belt auto mechanic moped Driving publisafety crime prevention law enforcement Police ,termluster.topn5.3.bm25.rm3,0.0046,profiling motorists police traffic polic car traffic motorist car ,conceptnet.topn3,0.0026,profiling motorists police identification chief ,sensedisambiguation,0.0021,profiling   motorists motorist   police ,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Greek  philosophy  stoicism ,0.0001,10,stem.trunc5,0.2257,greek   philo   stoic ,wiki.topn3.replace,0.0039,form of thgood enneads analogy of thsun Ancient Greek philosophy sophism academic skepticism form Stoicism ,wiki.topn3,0.0032,greek philosophy stoicism form of thgood enneads analogy of thsun Ancient Greek philosophy sophism academic skepticism form Stoicism ,conceptnet.topn3,0.0017,greek philosophy stoicism Objectivism wheel of fortune aesthetics ,stem.lovins,0.0016,greek   philosoph   sto ,stem.paicehusk,0.0016,greek   philosoph   sto ,tagmee.topn3,0.0004,greek philosophy stoicism Ancient Greek philosophy Stoicism ,conceptluster.topn5.3.bm25.rm3,0.0004,greek philosophy stoicism ancient greek philosophy stoicism ,stem.krovetz,0.0003,greece   philosophy   stoicism ,thesaurus.topn3.replace,0.0002,baffling impenetrable  attitude doctrine  endurance indifference ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Estonia  economy ,0.4636,1,thesaurus.topn3,0.4656,estonia economy   recession abridgement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,curbing population growth ,0.1448,7,docluster.topn10.3.bm25.rm3,0.2736,curbing population growth countri per popul council said ,stem.trunc5,0.2463,curbi popul growt ,conceptnet.topn3,0.1866,curbing population growth people number morphogenesis foliation ,termluster.topn5.3.bm25.rm3,0.1636,curbing population growth world ,glove.topn3,0.1631,curbing population growth curtailing inhabitants slowing increase ,word2vec.topn3,0.1606,curbing population growth curtailing reducing combating inhabitants development expansion ,wordnet.topn3,0.1576,curbing population growth subdue conquer cut back universe outgrowth development ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,railway accidents ,0.0727,4,word2vec.topn3,0.2028,railway accidents railroad fatalities incidents ,word2vec.topn3.replace,0.1319,railroad fatalities incidents ,conceptnet.topn3,0.1224,railway accidents railroad happen anytime happen to anybody moving a car ,sensedisambiguation,0.1115,railway accidents accident ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,deregulation  gas  electric ,0.0224,3,sensedisambiguation.replace,0.0398,deregulation   natural gas   electric ,stem.paicehusk,0.0347,dereg   gas   elect ,stem.trunc5,0.0347,dereg   gas   elect ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,tourism  increase ,0.2575,1,wordnet.topn3,0.3013,tourism increase touristry growth gain addition ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,inventions  scientific discoveries ,0.0164,4,sensedisambiguation,0.0219,inventions invention   scientific discoveries discovery ,wiki.topn3,0.0179,inventions scientific discoveries inventions statof thart signature Invention science technology physics Science consilience memetics     s Discovery  observation ,tagmee.topn3,0.0171,inventions scientific discoveries Invention Science Discovery  observation ,conceptluster.topn5.3.bm25.rm3,0.0171,inventions scientific discoveries science discovery observation invention ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,child labor ,0.0588,5,wiki.topn3.replace,0.1522,debt bondage sweatshop exploitation Child labour ,tagmee.topn3.replace,0.1272,Child labour ,wiki.topn3,0.1262,child labor debt bondage sweatshop exploitation Child labour ,tagmee.topn3,0.0619,child labor Child labour ,conceptluster.topn5.3.bm25.rm3,0.0619,child labor child labour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Lyme disease ,0.4737,2,anchor.topn3,0.4748,lyme disease arenarius    condensatus     prerogativa ,termluster.topn5.3.bm25.rm3,0.4741,lyme disease diseas tick tick lyme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,heroic acts ,0.0085,8,glove.topn3.replace,0.1162,heroism hero such ,thesaurus.topn3,0.0736,heroic acts  bold courageous  action deed ,glove.topn3,0.0703,heroic acts heroism hero such ,wordnet.topn3,0.0197,heroic acts larger than life grand heroic meter behave do dissemble ,stem.lovins,0.0184,hero act ,stem.paicehusk,0.0184,hero act ,stem.trunc4,0.0184,hero acts ,thesaurus.topn3.replace,0.0168,bold courageous  action deed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,U S   investment  Africa ,0.0465,12,conceptluster.topn5.3.bm25.rm3,0.1374,u s  investment africa united states dollar foreign direct investment ,tagmee.topn3,0.1287,u s  investment africa United States dollar Foreign direct investment Africa ,tagmee.topn3.replace,0.1053,United States dollar Foreign direct investment Africa ,sensedisambiguation.replace,0.0997,united states government   investment   africa ,wiki.topn3,0.08800000000000001,u s  investment africa      introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,termluster.topn5.3.bm25.rm3,0.0779,u s  investment africa african compani south ,wiki.topn3.replace,0.0763,introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,wordnet.topn3.replace,0.0762,U S  government the States investiture investment funds africa ,docluster.topn10.3.bm25.rm3,0.0556,u s   investment  africa percent south mobil ,word2vec.topn3.replace,0.052000000000000005,usa u s american investment african africans africa ,glove.topn3,0.0505,u s  investment africa us u s african continent ,glove.topn3.replace,0.0475,us u s investment african continent ,,,,,,,,,,,,,,,,,,,,,,,,
444,supercritical fluids ,0.4201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,women clergy ,0.2591,3,word2vec.topn3,0.3024,women clergy men woman clergymen clerics laity ,docluster.topn10.3.bm25.rm3,0.2704,women clergy church pound i ,thesaurus.topn3,0.2593,women clergy  daughter girl  priesthood cardinalate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,tourists  violence ,0.3024,2,relevancefeedback.topn10.bm25.rm3,0.3647,tourists  violence tourist egypt govern tourism milit we u ,glove.topn3,0.3025,tourists violence visitors violent bloodshed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Stirling engine ,0.0686,2,relevancefeedback.topn10.bm25.rm3,0.1008,stirling engine hi cryocool solar util said bill elect air ,conceptnet.topn3,0.0716,stirling engine bannockburn otago city motor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ship losses ,0.0252,1,glove.topn3,0.0404,ship losses vessel result ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,antibiotics ineffectiveness ,0.0886,11,tagmee.topn3.replace,0.1124,Antibiotics ,wordnet.topn3,0.1007,antibiotics ineffectiveness antibiotic drug ineffectuality ineffectualness ,termluster.topn5.3.bm25.rm3,0.0989,antibiotics ineffectiveness problem infect drug ,thesaurus.topn3,0.0973,antibiotics ineffectiveness  penicillin amoxicillin  impotence inadequacy ,tagmee.topn3,0.0941,antibiotics ineffectiveness Antibiotics ,sensedisambiguation,0.0941,antibiotics antibiotic ineffectiveness ,conceptluster.topn5.3.bm25.rm3,0.0941,antibiotics ineffectiveness antibiotics ,thesaurus.topn3.replace,0.0915,penicillin amoxicillin  impotence inadequacy ,conceptnet.topn3,0.0914,antibiotics ineffectiveness kill bacteria ineffectuality inefficacy ,wiki.topn3.replace,0.0905,bactericides staphylococcus pancreas Antibiotics ,wiki.topn3,0.0893,antibiotics ineffectiveness bactericides staphylococcus pancreas Antibiotics ,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,King Hussein  peace ,0.5127,5,anchor.topn3,0.5614,king hussein peace      a irivabedanga sveigðisson emadeldeen    ibrahim abdul husayn ,termluster.topn5.3.bm25.rm3,0.5272,king hussein peace hussein israel jordan israel jordan king said palestinian king ,tagmee.topn3,0.5207,king hussein peace Hussein of Jordan Peace ,conceptluster.topn5.3.bm25.rm3,0.5207,king hussein peace peace hussein jordan ,wiki.topn3,0.518,king hussein peace jordanian aviators cancer deaths in jordan recipients of the national order of equatorial guinea Hussein of Jordan egalitarianism global civics civil disobedience Peace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Turkey Iraq water ,0.6179,3,termluster.topn5.3.bm25.rm3,0.6485,turkey iraq water dam syria turkei dam iraq syria ,sensedisambiguation,0.6372,Turkey Iraq water water system ,relevancefeedback.topn10.bm25.rm3,0.6226,turkey iraq water turkei gap project syria he ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Czech  Slovak sovereignty ,0.2803,4,wordnet.topn3,0.3282,czech slovak sovereignty Czechoslovak Czechoslovakian reign ,stem.lovins,0.3127,czech   slovak sovereignt ,wordnet.topn3.replace,0.3053,Czechoslovakian Czechoslovak slovak reign ,sensedisambiguation,0.3041,Czech czechoslovakian   Slovak sovereignty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Tobacco cigarette lawsuit ,0.2522,5,stem.paicehusk,0.3373,tobacco cigaret lawsuit ,relevancefeedback.topn10.bm25.rm3,0.2969,tobacco cigarette lawsuit cigarett morri us court suit advertis smoke ,conceptluster.topn5.3.bm25.rm3,0.2883,tobacco cigarette lawsuit lawsuit cigarette ,conceptnet.topn3,0.2588,tobacco cigarette lawsuit herb smoke ,glove.topn3,0.2528,tobacco cigarette lawsuit cigarette cigarettes tobacco filed sued ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Lyme disease arthritis ,0.7989,4,thesaurus.topn3,0.8429,lyme disease arthritis   Cancer bug ,thesaurus.topn3.replace,0.8375,lyme  Cancer bug arthritis ,conceptnet.topn3,0.8229,lyme disease arthritis slang new york jamaica illness gout ,anchor.topn3,0.8146,lyme disease arthritis arenarius    condensatus     prerogativa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Great Britain health care ,0.0442,1,thesaurus.topn3,0.1002,great britain health care  big considerable  Commonwealth of Nations England  energy fitness  responsibility affliction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,leg traps ban ,0.4101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,human genetic code ,0.4842,14,stem.lovins,0.6192,human genet cod ,word2vec.topn3.replace,0.5693,non human nonhuman genetic code ,termluster.topn5.3.bm25.rm3,0.5624,human genetic code diseas genet research research map human ,tagmee.topn3,0.5478,human genetic code Human Human genetics Genetic code ,conceptluster.topn5.3.bm25.rm3,0.5478,human genetic code genetic code human human genetics ,glove.topn3,0.5377,human genetic code rights beings mutation dna gaacx ,wordnet.topn3,0.5324,human genetic code man homo inherited genic encipher encrypt inscribe ,tagmee.topn3.replace,0.5265,Human Human genetics Genetic code ,sensedisambiguation,0.5255,human genetic genic code ,word2vec.topn3,0.5242,human genetic code non human nonhuman ,wiki.topn3,0.5241,human genetic code apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,wiki.topn3.replace,0.4992,apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,docluster.topn10.3.bm25.rm3,0.4982,human genetic code gene ,relevancefeedback.topn10.bm25.rm3,0.4963,human genetic code gene genet map cereal cystic ,,,,,,,,,,,,,,,,,,
608,taxing social security ,0.0848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,per capita alcohol consumption ,0.3267,2,word2vec.topn3,0.3656,per capita alcohol consumption se  per per capita percapita GDP alchohol liquor consumtion ,termluster.topn5.3.bm25.rm3,0.3309,per capita alcohol consumption consumpt year year per ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,minimum wage adverse impact ,0.0201,8,tagmee.topn3.replace,0.0619,Minimum wage ,stem.porter,0.0608,minimum wage advers impact ,stem.porter2,0.0608,minimum wage advers impact ,tagmee.topn3,0.0373,minimum wage adverse impact Minimum wage ,termluster.topn5.3.bm25.rm3,0.0373,minimum wage adverse impact wage minimum ,conceptluster.topn5.3.bm25.rm3,0.0373,minimum wage adverse impact minimum wage ,thesaurus.topn3,0.0272,minimum wage adverse impact  minimal least possible  conduct do   brunt shock ,conceptnet.topn3,0.0212,minimum wage adverse impact salary merit pay unfavorable contrary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Kurds Germany violence ,0.3065,12,stem.lovins,0.3792,kurd german viol ,glove.topn3.replace,0.3622,kurdish sunnis german berlin violent bloodshed ,stem.paicehusk,0.3491,kurd germany viol ,glove.topn3,0.3461,kurds germany violence kurdish sunnis german berlin violent bloodshed ,relevancefeedback.topn10.bm25.rm3,0.3434,kurds germany violence kurd pkk govern german germani ,wiki.topn3.replace,0.3344,Kurds in Germany ,tagmee.topn3.replace,0.3344,Kurds in Germany ,wiki.topn3,0.3194,kurds germany violence Kurds in Germany ,tagmee.topn3,0.3194,kurds germany violence Kurds in Germany ,conceptluster.topn5.3.bm25.rm3,0.3194,kurds germany violence kurds germany ,docluster.topn10.3.bm25.rm3,0.3179,kurds germany violence pkk kurd ,sensedisambiguation,0.3163,Kurds kurd Germany violence ,,,,,,,,,,,,,,,,,,,,,,,,
612,Tibet protesters ,0.5368,4,relevancefeedback.topn10.bm25.rm3,0.5807,tibet protesters tibetan lama china nun hi ,glove.topn3,0.5806,tibet protesters tibetan tibetans demonstrators protestors ,conceptnet.topn3,0.5501,tibet protesters Sino Tibetan Thibet a demonstration hold up banners ,word2vec.topn3,0.5465,tibet protesters tibetan tibetans xinjiang protestors demonstrators ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Berlin wall disposal ,0.1518,3,conceptnet.topn3,0.2188,berlin wall disposal Irving Berlin paint window appointment ,stem.porter,0.2142,berlin wall dispos ,stem.porter2,0.2142,berlin wall dispos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Flavr Savr tomato ,0.1339,5,relevancefeedback.topn10.bm25.rm3,0.2359,flavr savr tomato oil product genet ,docluster.topn10.3.bm25.rm3,0.2359,flavr savr tomato genet product ,anchor.topn3,0.1651,flavr savr tomato      david baptist joachim jean xavi müller schott trussoni olbrychski menasinakaayi thondekaayi hunus ,tagmee.topn3.replace,0.1395,Flavr Savr Flavr Savr Tomato ,tagmee.topn3,0.1383,flavr savr tomato Flavr Savr Flavr Savr Tomato ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,timber exports Asia ,0.122,11,wordnet.topn3.replace,0.4409,forest tone timberland exports asia ,glove.topn3,0.3637,timber exports asia logging lumber imports asian europe ,word2vec.topn3,0.3446,timber exports asia lumber wood imports asia  europe asian ,tagmee.topn3,0.3083,timber exports asia Lumber Export Asia ,glove.topn3.replace,0.2777,logging lumber imports asian europe ,conceptluster.topn5.3.bm25.rm3,0.25,timber exports asia lumber export ,wiki.topn3,0.1782,timber exports asia logging sawmill hay Lumber import servic economics  food processing Export north america africa north america Asia ,conceptnet.topn3,0.1767,timber exports asia continent rice Lebanon ,thesaurus.topn3,0.1438,timber exports asia  forest hardwood  dump ship  the East ,sensedisambiguation,0.1349,timber timbre exports export Asia ,word2vec.topn3.replace,0.127,lumber wood imports asia  europe asian ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Volkswagen Mexico ,0.8313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Russia Cuba economy ,0.4165,4,sensedisambiguation,0.5579,Russia soviet union Cuba economy ,sensedisambiguation.replace,0.4588,soviet union cuba economy ,conceptluster.topn5.3.bm25.rm3,0.4297,russia cuba economy economy cuba ,thesaurus.topn3,0.4258,russia cuba economy    recession abridgement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
