qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
811,handwriting recognition ,0.2378,2,relevancefeedback.topn10.bm25,0.2934,handwriting recognition signal handwrit inform project charact tablet ,termluster.topn5.3.bm25,0.2625,handwriting recognition system recognit recogn system recogn handwrit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,total knee replacement surgery ,0.5915,1,conceptluster.topn5.3.bm25,0.5933,total knee replacement surgery knee replacement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Atlantic Intracoastal Waterway ,0.298,1,onfields.topn3.10.4.0.25.bm25,0.3069,"{'atlant': 2, 'florida': 2.0, 'intracoast': 2, 'waterway': 2, 'river': 1.908, 'navig': 1.387, 'barg': 1.345, 'inland': 1.227, 'dredg': 1.202, 'okeechobe': 1.151, 'coastwis': 1.101} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Johnstown flood ,0.6509,1,wiki.topn3,0.6897,johnstown flood      meteorology      in pennsylvania south fork dam Johnstown Flood ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Coast Guard rescues ,0.2255,2,onfields.topn3.10.4.0.25.bm25,0.2543,"{'rescu': 2, 'coast': 2, 'guard': 2, 'distress': 1.252, 'respons': 1.197, 'fontfamilytim': 1.129, 'margin0in': 1.082, 'msopaginationwidoworphan': 1.082, 'marginbottom0001pt': 1.082, 'msobidifontsize100pt': 1.061, 'fontsize120pt': 1.054} ",relevancefeedback.topn10.bm25,0.2356,coast guard rescues search rescu boat noaa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,USAID assistance to Galapagos ,0.8266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,sports stadium naming rights ,0.3758,4,tagmee.topn3,0.4428,sports stadium naming rights Stadium Naming rights ,conceptluster.topn5.3.bm25,0.4428,sports stadium naming rights naming rights stadium ,tagmee.topn3.replace,0.4101,Stadium Naming rights ,rm3.topn10.10.0.5.bm25,0.3791,revenu sport team right tax million minnesota stadium financ franchis facil name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Chaco Culture National Park ,0.3886,7,onfields.topn3.10.4.0.25.bm25,0.5145,"{'nation': 2, 'park': 2, 'cultur': 2, 'chaco': 2, 'pueblo': 1.603, 'canyon': 1.26, 'committe': 1.247, 'chacoan': 1.192, 'hopi': 1.137, 'bonito': 1.137, 'ketl': 1.082, 'chetro': 1.082} ",adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.5078,"{'park': 2, 'nation': 2, 'cultur': 2, 'chaco': 2, 'cours': 1.824, 'chacoan': 1.382, 'hous': 1.294, 'fiveday': 1.206, 'canyonland': 1.176, 'elderhostel': 1.118, 'threeday': 1.118, 'oneday': 1.088, 'twoday': 1.088, 'fournight': 1.059} ",anchor.topn3,0.4567,chaco culture national park chilensis    large lip semiárido sozialisten national noodzaak paris  span   magee   박찬욱  phokasomboun ,relevancefeedback.topn10.bm25,0.4109,chaco culture national park cultur ,docluster.topn10.3.bm25,0.4109,chaco culture national park cultur ,sensedisambiguation,0.4036,Chaco Culture polish National Park parking lot ,termluster.topn5.3.bm25,0.3938,chaco culture national park cultur histor mexico site park new site park new chaco cultur histor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Census ,0.0048,15,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.2503,"{'censu': 2, '1890': 2, 'pite': 2.0, '2921': 1.5, '2816061': 1.125, '1970358': 1.125, '1504277': 1.125, 'enfranchis': 1.125, '2966850': 1.125, '18611934': 1.125, '2479015': 1.125, '26billion': 1.125, '1238048': 1.125} ",bertqe.topn10.bm25,0.1904,"{'1890 Census': 1.5, 'census 1990': 1.0, 'census  1990  td   tr   tr ': 0.9991742361684559, 'pop census  1990  td   tr ': 0.9973162675474815, ' gen census 1990   td   td  gen': 0.9882328654004956, '1990 census  references': 0.9772914946325351} ",rm3.topn10.10.0.5.bm25,0.0424,na fire                schedul popul censu archiv jan ,word2vec.topn3,0.0413,census                censuses Censuses ,word2vec.topn3.replace,0.0279,censuses Censuses ,tagmee.topn3,0.0248,census      United States Census ,conceptluster.topn5.3.bm25,0.0248,census      united states census ,wiki.topn3,0.0242,census      united states census      united states census      united states census      United States Census ,relevancefeedback.topn10.bm25,0.019,census censu map popul veteran ,thesaurus.topn3,0.0187,census  enumeration poll ,wiki.topn3.replace,0.0186,united states census      united states census      united states census      United States Census ,tagmee.topn3.replace,0.0186,United States Census ,termluster.topn5.3.bm25,0.0138,census access archiv articl ,conceptnet.topn3,0.0098,census population ,docluster.topn10.3.bm25,0.0088,census censu popul ,,,,,,,,,
820,imported fire ants ,0.7739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Internet work at home scams ,0.222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Custer s Last Stand ,0.0626,12,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.2441,"{'stand': 2, 'last': 2, ""custer'"": 2, 'that': 2.0, 'custer': 1.872, 'punsalan': 1.41, 'booher': 1.308, 'carson': 1.282, 'battlefield': 1.282, 'there': 1.256, 'mitoma': 1.128, 'huenem': 1.077, 'mintzmyer': 1.077, '70million': 1.051} ",tagmee.topn3,0.1932,custer  s last stand Battle of the Little Bighorn ,conceptluster.topn5.3.bm25,0.1932,custer  s last stand battle little bighorn ,wiki.topn3,0.1356,custer  s last stand battlof throsebud marias massacre son of thmorning star Battle of the Little Bighorn ,tagmee.topn3.replace,0.1169,Battle of the Little Bighorn ,bertqe.topn10.bm25,0.1101,"{'Custers Last Stand': 1.5, 'custer s last stand  john': 1.0, ' custer s last stand ': 0.75, 'last stand  aftermath  p   p  custer': 0.75, 'custer s last battle ': 0.6875, 'american  custer s last stand  title   meta': 0.625} ",onfields.topn3.10.4.0.25.bm25,0.1013,"{'stand': 2, 'last': 2, ""custer'"": 2, 'custer': 2.0, 'nativ': 1.914, 'var': 1.486, 'flander': 1.229, 'documentsearchwidgitsearchtyp': 1.171, 'documentwriteopt': 1.171, 'savedscop': 1.143, 'savedsearch': 1.143, 'documentsearchwidgitsortdropdownoptionslength': 1.143, 'savedtag': 1.114, 'immigrationn': 1.029} ",termluster.topn5.3.bm25,0.0913,custer  s last stand last stand custer stand custer last ,relevancefeedback.topn10.bm25,0.09,custer s last stand custer american ,docluster.topn10.3.bm25,0.09,custer s last stand custer american ,conceptnet.topn3,0.0737,custer  s last stand George Armstrong Custer michigan montana walk ,wordnet.topn3,0.0719,custer  s last stand General Custer George Armstrong Custer go net digest tolerate standstill ,,,,,,,,,,,,,,,,,,
823,Continuing care retirement communities ,0.2669,1,relevancefeedback.topn10.bm25,0.4889,continuing care retirement communities oper provid ccrc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Civil Air Patrol ,0.3192,3,rm3.topn10.10.0.5.bm25,0.3924,patrol member civil forc amend cadet mission aerospac secretari air ,wiki.topn3,0.3525,civil air patrol civil air patrol american military youth groups air cadet organisations Civil Air Patrol ,tagmee.topn3,0.3199,civil air patrol Civil Air Patrol ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,National Guard Involvement in Iraq ,0.0282,2,stem.trunc5,0.0576,natio guard invol in iraq ,stem.lovins,0.0461,nat guard involut in iraq ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Florida Seminole Indians ,0.2173,7,conceptluster.topn5.3.bm25,0.544,florida seminole indians seminole tribe florida ,wiki.topn3,0.5136,florida seminole indians peninsulas of the united states southeastern united states florida Florida miccosukeindian reservation brighton seminolindian reservation american indian reservations in florida Seminole Tribe of Florida uchebilly seminolwars billy bowlegs Seminole uchebilly seminolwars billy bowlegs Seminole ,tagmee.topn3,0.4966,florida seminole indians Florida Seminole Tribe of Florida Seminole Seminole ,tagmee.topn3.replace,0.4898,Florida Seminole Tribe of Florida Seminole Seminole ,wiki.topn3.replace,0.4851,peninsulas of the united states southeastern united states florida Florida miccosukeindian reservation brighton seminolindian reservation american indian reservations in florida Seminole Tribe of Florida uchebilly seminolwars billy bowlegs Seminole uchebilly seminolwars billy bowlegs Seminole ,termluster.topn5.3.bm25,0.2798,florida seminole indians indian land seminol war state land war state seminol ,rm3.topn10.10.0.5.bm25,0.2401,seminol indian fla tribe war everglad osceola game land florida ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Hidden Markov Modeling HMM ,0.3525,3,glove.topn3,0.4524,hidden markov modeling hmm hiding hid continuous time bb   simulation hmmm nope ,anchor.topn3,0.4124,hidden markov modeling hmm    hidden    hidden br treasur   predict chain process  ctmc  deribeev wall cross ktarian svk br r ,wiki.topn3,0.3946,hidden markov modeling hmm càdlàg feigenbaum constants central limit theorem Markov process power law statistical model parameter Mathematical model unsupervised learning support vector machine markov model Hidden Markov model ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,secret shoppers ,0.2777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Spanish Civil War support ,0.0666,2,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.1588,"{'support': 2, 'war': 2, 'civil': 2, 'spanish': 2, 'franco': 2.0, 'spain': 1.525, 'pasionaria': 1.25, 'ibarruri': 1.25, 'gervasio': 1.15, 'fascist': 1.125, 'monarchist': 1.1, 'will': 1.1, 'comprehens': 1.075, 'postconvalesc': 1.05, 'morilla': 1.05} ",stem.krovetz,0.097,spain civil war support ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,model railroads ,0.0629,2,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.1422,"{'model': 2, 'railroad': 2, 'layout': 1.729, 'that': 1.61, 'drucker': 1.203, 'nehrich': 1.153, 'miniatur': 1.136, 'schrock': 1.102, 'hobbyist': 1.068, 'macik': 1.068, 'roundhous': 1.034, 'hobbi': 1.0} ",thesaurus.topn3,0.0806,model railroads  exemplary miniature  rail line railway ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Dulles Airport security ,0.3064,4,onfields.topn3.10.4.0.25.bm25,0.5125,"{'secur': 2, 'airport': 2, 'dull': 2, 'in': 2.0, 'letter': 1.122, 'ziglar': 1.122, 'screener': 1.115, 'respons': 1.081, 'immigr': 1.074, 'releas': 1.047, 'commissionar': 1.047, 'gallegli': 1.0} ",rm3.topn10.10.0.5.bm25,0.4021,gallegli airport screener ziglar citizen commission secur dull in crimin background ,docluster.topn10.3.bm25,0.4019,dulles airport security secur ,sensedisambiguation,0.3423,Dulles Airport security security system ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,labor union activity ,0.1649,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Iceland government ,0.4049,5,thesaurus.topn3,0.5094,iceland government   authority law ,tagmee.topn3,0.5058,iceland government Politics of Iceland ,conceptluster.topn5.3.bm25,0.5058,iceland government politics iceland ,sensedisambiguation,0.4752,Iceland government politics ,thesaurus.topn3.replace,0.423,iceland  authority law ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Global positioning system earthquakes ,0.4494,1,relevancefeedback.topn10.bm25,0.5452,global positioning system earthquakes earth earthquak gp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Big Dig pork ,0.0986,1,wiki.topn3,0.1027,big dig pork transport infrastructure completed in      battery park city heather fargo Big Dig osrox mission school voucher federal jurisdiction  united states  Pork barrel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,illegal immigrant wages ,0.2575,1,anchor.topn3,0.3012,illegal immigrant wages voofoo grumpyfac noodlecak   fyn   lorri   nord ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Eskimo History ,0.0944,4,tagmee.topn3,0.1116,eskimo history Eskimo kinship History ,anchor.topn3,0.1048,eskimo history charza ashevak sireniki recuyel seeg théodrat ,glove.topn3,0.1013,eskimo history aleut inupiaq historical ever ,termluster.topn5.3.bm25,0.1,eskimo history histori new north societi river resourc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,urban suburban coyotes ,0.3531,4,sensedisambiguation,0.5016,urban suburban coyotes coyote ,docluster.topn10.3.bm25,0.5016,urban suburban coyotes coyot ,onfields.topn3.10.4.0.25.bm25,0.4553,"{'suburban': 2, 'urban': 2, 'coyot': 2, 'den': 1.217, 'anim': 1.209, 'dog': 1.2, 'pet': 1.13, 'pup': 1.096, 'prey': 1.078, 'caus': 1.078, 'mendocino': 1.061, 'usdaaphisw': 1.035, 'poultri': 1.0} ",stem.trunc5,0.3974,urban subur coyot ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,textile dyeing techniques ,0.5885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Geysers ,0.1631,3,wiki.topn3,0.1964,geysers geysers obsidian magma Geyser ,thesaurus.topn3,0.1926,geysers  gusher hot spring ,wiki.topn3.replace,0.1698,geysers obsidian magma Geyser ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,camel North America ,0.338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,David McCullough ,0.1266,3,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.4228,"{'david': 2, 'mccullough': 2, 'truman': 1.36, 'compens': 1.34, 'triton': 1.32, 'henley': 1.2, 'nono': 1.16, 'mdir': 1.16, 'intermark': 1.16, '600000': 1.12, 'yesy': 1.12, 'toppaid': 1.04} ",wiki.topn3,0.212,david mccullough books about john adams john adams  book  joseph sabin David McCullough ,wiki.topn3.replace,0.1513,books about john adams john adams  book  joseph sabin David McCullough ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Pol Pot ,0.3922,7,wiki.topn3,0.6481,pol pot people from kampong thom province cambodian people convicted of murder cambodian genocide Pol Pot ,termluster.topn5.3.bm25,0.606,pol pot cambodia khmer pot cambodia khmer pol ,rm3.topn10.10.0.5.bm25,0.5629,rubin khmer cambodian pol he cambodia roug pot prison mr ,wiki.topn3.replace,0.4965,people from kampong thom province cambodian people convicted of murder cambodian genocide Pol Pot ,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.4531,"{'pot': 2, 'pol': 2, 'khmer': 1.306, 'chandler': 1.25, 'communist': 1.194, 'faction': 1.194, 'penh': 1.139, 'phnom': 1.139, 'saloth': 1.111, 'khieu': 1.083, 'samphan': 1.083} ",relevancefeedback.topn10.bm25,0.4315,pol pot were servic we you i o prison ,glove.topn3,0.4004,pol pot rouge maj boiling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,segmental duplications ,0.0619,5,tagmee.topn3,0.2348,segmental duplications Segmentation  biology  Gene duplication ,conceptluster.topn5.3.bm25,0.2348,segmental duplications gene duplication segmentation biology ,tagmee.topn3.replace,0.1398,Segmentation  biology  Gene duplication ,docluster.topn10.3.bm25,0.1221,segmental duplications tcp segment chromosom t  duplic ,sensedisambiguation,0.1,segmental duplications duplication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,New Jersey tomato ,0.3247,4,termluster.topn5.3.bm25,0.4122,new jersey tomato jersei tomato product jersei new product ,tagmee.topn3.replace,0.3894,New Jersey Jersey Tomato ,tagmee.topn3,0.3703,new jersey tomato New Jersey Jersey Tomato ,sensedisambiguation,0.3592,New newly Jersey new jersey tomato ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,heredity and obesity ,0.1884,1,wiki.topn3,0.1952,heredity obesity teratology somatic ontogeny Heredity bariatrics overweight body shape Obesity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Portugal World War II ,0.3402,5,onfields.topn3.10.4.0.25.bm25,0.7545,"{'ii': 2, 'world': 2, 'portug': 2, 'war': 2, 'german': 1.851, 'gold': 1.716, 'alli': 1.545, 'neutral': 1.386, 'loot': 1.309, 'spain': 1.237, 'nazi': 1.223, 'ustasha': 1.088, 'germani': 1.0} ",rm3.topn10.10.0.5.bm25,0.6381,portug ii war swiss germani palac world dure presid nazi gold neutral ,relevancefeedback.topn10.bm25,0.6031,portugal world war ii alli gold de presid ,docluster.topn10.3.bm25,0.4971,portugal world war ii gold presid ,tagmee.topn3,0.3469,portugal world war ii Portugal during World War II World War II ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,radio station call letters ,0.1496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Scalable Vector Graphics ,0.1735,5,onfields.topn3.10.4.0.25.bm25,0.4117,"{'vector': 2, 'scalabl': 2, 'graphic': 2, 'svg': 2.0, 'devic': 1.438, 'style': 1.425, 'pixel': 1.342, 'sheet': 1.315, 'dataplot': 1.247, 'ipl1na': 1.082, 'plot1svg': 1.041} ",relevancefeedback.topn10.bm25,0.3411,scalable vector graphics imag svg graphic file render visual system slide ,wiki.topn3,0.257,scalable vector graphics mathml web browser engine konqueror Scalable Vector Graphics ,sensedisambiguation,0.2135,Scalable Vector Graphics graphic ,wiki.topn3.replace,0.2099,mathml web browser engine konqueror Scalable Vector Graphics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Mississippi River flood ,0.2558,4,rm3.topn10.10.0.5.bm25,0.3451,plate flood discharg leve river missouri basin upper      mississippi ,termluster.topn5.3.bm25,0.3006,mississippi river flood flood river water flood mississippi water mississippi river water ,conceptluster.topn5.3.bm25,0.2955,mississippi river flood flood ,adaponfields.topn3.exrobust04.2.25.1.10.4.0.25.bm25,0.2897,"{'river': 2, 'mississippi': 2, 'flood': 2, 'leve': 1.284, 'pere': 1.075, 'schwenk': 1.06, 'there': 1.045, 'heatwav': 1.045, 'cruis': 1.03, 'excurs': 1.03, 'sewageladen': 1.015, '298bn': 1.015, 'washingtonbas': 1.015} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
